,Company_Type,Company_name,Company_link,Market_cap,Current_Price,High,Low,P_E,Book_Value,Dividend_Yield,ROCE,ROE,Face_Value,Sales_growth,Up_from_52w_low,Industry_PE,No_Eq_Shares,Sales_growth_3Years,Down_from_52w_high,RSI,EPS_latest_quarter,From_52w_high,Debt_to_equity,Tiker_name
48,Auto Ancillaries companies,L G Balakrishnan,https://www.screener.in/company/LGBBROSLTD/consolidated/,"3,950","1,258","1,366",607,15.8,468,1.27,24.2,19.0,10.0,0.50,107,32.7,3.14,12.6,7.89,53.6,24.0,0.92,0.05,LGBBROSLTD
49,Auto Ancillaries companies,Sharda Motor,https://www.screener.in/company/SHARDAMOTR/,"3,885","1,307","1,380",550,16.1,291,1.32,37.9,28.8,2.0,10.6,138,32.7,2.97,46.3,5.31,61.3,26.6,0.95,0.03,SHARDAMOTR
50,Auto Ancillaries companies,JTEKT India,https://www.screener.in/company/JTEKTINDIA/consolidated/,"3,881",159,168,95.2,49.5,30.0,0.31,15.9,12.4,1.0,7.13,66.7,32.7,24.4,10.6,5.45,70.5,1.11,0.95,0.09,JTEKTINDIA
51,Auto Ancillaries companies,Harsha Engg Intl,https://www.screener.in/company/HARSHA/consolidated/,"3,579",393,494,309,32.7,122,0.25,16.9,15.4,10.0,-5.66,27.2,32.7,9.10,15.5,20.5,46.1,2.24,0.8,0.15,HARSHA
52,Auto Ancillaries companies,Subros,https://www.screener.in/company/SUBROS/consolidated/,"3,535",542,578,271,52.9,138,0.18,8.82,5.60,2.0,10.5,99.9,32.7,6.52,12.1,6.21,64.8,4.1,0.94,0.05,SUBROS
53,Auto Ancillaries companies,Automotive Axles,https://www.screener.in/company/AUTOAXLES/,"3,242","2,146","2,693","1,959",17.6,525,1.49,30.8,23.4,10.0,29.6,9.51,32.7,1.51,34.6,20.3,35.8,29.8,0.8,0.03,AUTOAXLES
54,Auto Ancillaries companies,Divgi Torq,https://www.screener.in/company/DIVGIITTS/,"2,999",981,"1,150",557,64.3,184,0.34,15.5,11.5,5.0,15.9,76.0,32.7,3.06,19.4,14.7,41.4,3.51,0.85,0.0,DIVGIITTS
55,Auto Ancillaries companies,Sandhar Tech,https://www.screener.in/company/SANDHAR/consolidated/,"2,969",493,532,186,32.0,159,0.51,8.7,8.01,10.0,17.8,165,32.7,6.02,14.4,7.29,52.2,4.54,0.93,0.7,SANDHAR
56,Auto Ancillaries companies,Fiem Industries,https://www.screener.in/company/FIEMIND/consolidated/,"2,761","2,098","2,177","1,416",18.5,608,1.43,26.6,19.9,10.0,0.77,48.1,32.7,1.32,10.2,3.65,58.3,33.0,0.96,0.03,FIEMIND
57,Auto Ancillaries companies,Lumax Auto Tech.,https://www.screener.in/company/LUMAXTECH/consolidated/,"2,627",386,470,210,27.0,103,1.17,14.8,15.9,2.0,29.5,83.4,32.7,6.82,17.4,18.0,52.8,4.02,0.82,1.02,LUMAXTECH
58,Auto Ancillaries companies,Uniparts India,https://www.screener.in/company/UNIPARTS/consolidated/,"2,609",578,723,501,15.2,194,2.47,31.7,27.1,10.0,-7.80,15.3,32.7,4.51,14.6,20.0,68.2,7.31,0.8,0.07,UNIPARTS
59,Auto Ancillaries companies,Precision Camshf,https://www.screener.in/company/PRECAM/consolidated/,"2,368",249,319,88.0,57.1,75.8,0.40,8.3,6.55,10.0,7.72,183,32.7,9.50,13.1,21.8,52.6,0.89,0.78,0.14,PRECAM
60,Auto Ancillaries companies,Lumax Industries,https://www.screener.in/company/LUMAXIND/consolidated/,"2,319","2,480","2,799","1,630",22.6,651,1.09,19.2,19.7,10.0,15.7,52.1,32.7,0.93,13.1,11.4,44.7,28.1,0.89,0.98,LUMAXIND
61,Auto Ancillaries companies,Federal-Mogul Go,https://www.screener.in/company/FMGOETZE/consolidated/,"2,006",361,432,285,17.0,187,0.00,14.6,11.0,10.0,9.56,26.5,32.7,5.56,14.6,16.5,46.5,5.78,0.83,0.01,FMGOETZE
62,Auto Ancillaries companies,SJS Enterprises,https://www.screener.in/company/SJS/,"1,921",619,745,378,32.5,155,0.00,19.9,15.2,10.0,5.35,63.9,32.7,3.10,11.1,16.9,43.4,5.27,0.83,0.12,SJS
63,Auto Ancillaries companies,GNA Axles,https://www.screener.in/company/GNA/,"1,911",445,583,336,14.6,181,1.35,21.4,19.9,10.0,12.1,32.6,32.7,4.29,20.3,23.7,61.6,6.44,0.76,0.26,GNA
64,Auto Ancillaries companies,Talbros Auto.,https://www.screener.in/company/TALBROAUTO/consolidated/,"1,845",299,348,76.0,27.1,73.0,0.20,19.2,16.5,2.0,16.4,293,32.7,6.17,18.9,14.0,55.7,3.25,0.86,0.19,TALBROAUTO
65,Auto Ancillaries companies,Wheels India,https://www.screener.in/company/WHEELS/consolidated/,"1,671",694,855,432,36.7,328,1.00,10.8,7.22,10.0,5.27,60.6,32.7,2.41,20.3,18.8,53.1,1.81,0.81,1.0,WHEELS
66,Auto Ancillaries companies,Igarashi Motors,https://www.screener.in/company/IGARASHI/,"1,633",519,692,330,138,140,0.19,3.99,1.19,10.0,21.4,57.3,32.7,3.15,7.09,25.1,45.0,0.46,0.75,0.28,IGARASHI
67,Auto Ancillaries companies,Alicon Cast.,https://www.screener.in/company/ALICON/consolidated/,"1,400",869,"1,004",645,28.4,316,0.72,12.5,11.0,5.0,7.24,34.7,32.7,1.61,13.5,13.5,58.6,9.01,0.87,0.61,ALICON
68,Auto Ancillaries companies,Rane (Madras),https://www.screener.in/company/RML/consolidated/,"1,332",819,990,386,9.06,157,0.00,12.2,14.8,10.0,14.9,112,32.7,1.63,22.6,17.4,50.0,10.9,0.83,2.59,RML
69,Auto Ancillaries companies,India Motor Part,https://www.screener.in/company/IMPAL/,"1,257","1,008","1,141",514,16.2,"1,388",2.38,6.13,4.94,10.0,2.15,96.0,32.7,1.25,10.9,11.7,54.0,16.6,0.88,0.0,IMPAL
70,Auto Ancillaries companies,RACL Geartech,https://www.screener.in/company/520073/,"1,255","1,164","1,525",675,31.0,171,0.13,21.8,25.5,10.0,23.0,72.5,32.7,1.08,19.0,23.7,39.9,9.46,0.76,1.36,520073
71,Auto Ancillaries companies,India Nipp.Elec.,https://www.screener.in/company/INDNIPPON/consolidated/,"1,210",535,575,325,22.2,259,1.73,11.3,9.05,5.0,3.81,64.6,32.7,2.26,11.1,6.99,52.8,7.75,0.93,0.01,INDNIPPON
72,Auto Ancillaries companies,Rico Auto Inds,https://www.screener.in/company/RICOAUTO/consolidated/,"1,172",86.6,112,63.0,24.0,51.4,0.87,9.5,7.36,1.0,4.85,37.6,32.7,13.5,18.0,22.3,45.0,0.5,0.78,1.04,RICOAUTO
73,Auto Ancillaries companies,Jay Bharat Maru.,https://www.screener.in/company/JAYBARMARU/,"1,151",106,138,50.0,33.4,47.6,0.66,11.1,7.56,2.0,0.88,113,32.7,10.8,12.2,22.8,52.2,0.8,0.77,0.85,JAYBARMARU
74,Auto Ancillaries companies,Enkei Wheels,https://www.screener.in/company/533477/,"1,047",582,640,416,,125,0.00,6.78,1.84,5.0,-0.11,39.9,32.7,1.80,35.5,8.99,57.5,3.31,0.91,0.89,533477
75,Auto Ancillaries companies,NDR Auto Compon.,https://www.screener.in/company/NDRAUTO/consolidated/,999,840,895,259,29.2,196,0.30,16.6,14.1,10.0,78.6,224,32.7,1.19,59.6,6.14,71.1,8.68,0.94,0.14,NDRAUTO
76,Auto Ancillaries companies,IST,https://www.screener.in/company/508807/consolidated/,924,792,795,395,8.51,"1,041",0.00,10.3,7.71,5.0,-4.58,101,32.7,1.17,0.79,0.35,75.5,27.6,1.0,0.0,508807
77,Auto Ancillaries companies,Munjal Auto Inds,https://www.screener.in/company/MUNJALAU/consolidated/,871,87.1,92.0,35.6,34.4,38.8,2.30,8.71,5.96,2.0,7.80,145,32.7,10.0,17.1,5.33,63.6,1.38,0.95,0.72,MUNJALAU
78,Auto Ancillaries companies,Auto.Corp.of Goa,https://www.screener.in/company/505036/,866,"1,423","1,655",661,29.4,333,1.23,14.3,14.1,10.0,5.95,115,32.7,0.61,15.0,14.0,46.7,12.4,0.86,0.22,505036
79,Auto Ancillaries companies,The Hi-Tech Gear,https://www.screener.in/company/HITECHGEAR/consolidated/,860,458,519,226,24.6,232,0.55,8.13,6.55,10.0,-0.53,103,32.7,1.88,17.4,11.6,49.6,38.5,0.88,0.79,HITECHGEAR
80,Auto Ancillaries companies,Sar Auto Prod.,https://www.screener.in/company/538992/,778,"1,632","1,681",760,"1,196",34.6,0.00,4.73,3.95,10.0,37.8,115,32.7,0.48,19.6,2.91,65.5,0.88,0.97,0.52,538992
81,Auto Ancillaries companies,Waaree Tech.,https://www.screener.in/company/539337/,774,719,742,140,,8.59,0.00,-10.6,-9.25,10.0,71.6,415,32.7,1.08,,3.07,79.5,-1.85,0.97,1.69,539337
82,Auto Ancillaries companies,Z F Steering,https://www.screener.in/company/505163/,727,801,884,378,18.2,485,0.62,8.66,6.32,10.0,16.7,112,32.7,0.91,16.3,9.38,51.6,14.4,0.91,0.09,505163
83,Auto Ancillaries companies,Hind.Composites,https://www.screener.in/company/HINDCOMPOS/,668,452,494,237,19.1,642,0.44,3.84,3.22,5.0,9.90,91.0,32.7,1.48,16.7,8.49,54.8,6.73,0.92,0.0,HINDCOMPOS
84,Auto Ancillaries companies,Automotive Stamp,https://www.screener.in/company/ASAL/,665,420,482,246,50.3,-12.4,0.00,41.3,,10.0,5.57,70.4,32.7,1.59,31.7,13.0,53.2,2.52,0.87,,ASAL
85,Auto Ancillaries companies,Rane Brake Lin.,https://www.screener.in/company/RBL/,659,853,916,585,18.3,332,2.93,17.7,13.3,10.0,10.4,45.8,32.7,0.77,8.33,6.87,54.8,12.4,0.93,0.0,RBL
86,Auto Ancillaries companies,Munjal Showa,https://www.screener.in/company/MUNJALSHOW/,578,144,159,82.8,18.0,162,3.12,4.63,3.45,2.0,-1.24,74.4,32.7,4.00,-1.25,9.24,56.8,0.39,0.91,0.0,MUNJALSHOW
87,Auto Ancillaries companies,Bharat Seats,https://www.screener.in/company/523229/,523,166,174,78.0,22.2,48.9,0.84,17.6,15.8,2.0,5.46,113,32.7,3.14,21.3,4.28,62.4,2.16,0.96,0.66,523229
88,Auto Ancillaries companies,Autoline Industr,https://www.screener.in/company/AUTOIND/consolidated/,509,131,148,60.1,60.9,20.6,0.00,6.83,1.96,10.0,-12.4,117,32.7,3.90,27.1,12.0,56.0,0.9,0.88,2.52,AUTOIND
89,Auto Ancillaries companies,Pavna Industries,https://www.screener.in/company/PAVNAIND/consolidated/,500,410,486,215,35.7,55.7,0.24,11.2,13.6,10.0,-25.8,90.8,32.7,1.22,26.0,15.6,57.3,5.02,0.84,1.67,PAVNAIND
90,Auto Ancillaries companies,Shivam Autotech,https://www.screener.in/company/SHIVAMAUTO/,470,38.4,43.9,20.4,,6.45,0.00,3.23,-28.5,2.0,-7.22,88.0,32.7,12.2,-7.16,12.4,59.7,-1.24,0.88,2.34,SHIVAMAUTO
91,Auto Ancillaries companies,Menon Pistons,https://www.screener.in/company/531727/consolidated/,420,82.4,102,37.2,16.7,25.0,1.21,27.2,19.8,1.0,11.2,122,32.7,5.10,,18.9,65.1,1.4,0.81,0.16,531727
92,Auto Ancillaries companies,Frontier Springs,https://www.screener.in/company/522195/,417,"1,059","1,064",342,49.7,204,0.09,13.5,10.2,10.0,24.2,210,32.7,0.39,2.44,0.48,76.0,7.24,1.0,0.03,522195
93,Auto Ancillaries companies,Goldstar Power,https://www.screener.in/company/GOLDSTAR/,404,16.8,23.4,4.00,97.4,1.10,0.00,17.3,16.9,1.0,-23.0,320,32.7,24.1,11.7,28.0,60.0,0.09,0.72,0.64,GOLDSTAR
94,Auto Ancillaries companies,Remsons Ind,https://www.screener.in/company/REMSONSIND/,384,673,716,182,47.6,77.9,0.22,15.4,20.7,10.0,-4.06,270,32.7,0.57,18.4,5.94,66.4,3.85,0.94,1.41,REMSONSIND
95,Auto Ancillaries companies,Talbros Engg.,https://www.screener.in/company/538987/,362,713,975,423,17.3,253,0.28,22.8,26.3,10.0,-2.62,68.7,32.7,0.51,27.1,26.9,45.4,8.75,0.73,0.81,538987
96,Auto Ancillaries companies,Uravi T & Wedge,https://www.screener.in/company/URAVI/,356,324,359,93.0,404,22.4,0.00,7.43,3.82,10.0,8.17,248,32.7,1.10,-2.11,9.86,56.8,0.53,0.9,1.08,URAVI
97,Auto Ancillaries companies,Sintercom India,https://www.screener.in/company/SINTERCOM/,348,126,140,95.0,599,36.3,0.00,3.65,-0.07,10.0,8.02,33.0,32.7,2.75,15.4,9.46,45.6,0.09,0.91,0.29,SINTERCOM
98,Auto Ancillaries companies,PPAP Automotive,https://www.screener.in/company/PPAP/consolidated/,334,239,295,148,,209,0.63,1.58,-2.02,10.0,7.22,61.4,32.7,1.40,12.4,19.0,53.6,0.39,0.81,0.54,PPAP
99,Auto Ancillaries companies,Ucal,https://www.screener.in/company/UCAL/consolidated/,325,147,164,105,,175,1.36,4.55,0.27,10.0,-9.10,39.3,32.7,2.21,4.01,10.4,58.0,-0.67,0.9,0.43,UCAL
100,Auto Ancillaries companies,Pritika Auto,https://www.screener.in/company/PRITIKAUTO/consolidated/,297,32.4,39.6,13.1,24.4,19.0,0.00,12.8,10.1,2.0,14.7,147,32.7,9.15,36.8,18.3,55.2,0.43,0.82,0.64,PRITIKAUTO
101,Auto Ancillaries companies,Jay Ushin,https://www.screener.in/company/513252/,275,713,899,496,21.6,265,0.42,15.0,13.9,10.0,-3.99,43.7,32.7,0.39,3.47,20.7,41.3,11.0,0.79,0.93,513252
102,Auto Ancillaries companies,Kinetic Engg.,https://www.screener.in/company/500240/consolidated/,271,137,154,86.0,52.1,4.55,0.00,,,10.0,,58.8,32.7,1.99,,11.6,53.7,0.84,0.88,8.42,500240
103,Auto Ancillaries companies,Sundaram Brake,https://www.screener.in/company/SUNDRMBRAK/,263,668,717,271,46.4,233,0.00,-0.57,-5.43,10.0,5.84,147,32.7,0.39,11.2,6.79,58.5,7.27,0.93,0.4,SUNDRMBRAK
104,Auto Ancillaries companies,Rane Engine Val.,https://www.screener.in/company/RANEENGINE/,259,359,394,195,23.4,156,0.00,7.48,-7.20,10.0,21.5,83.9,32.7,0.72,11.9,8.95,57.6,2.05,0.91,1.07,RANEENGINE
105,Auto Ancillaries companies,Shigan Quantum,https://www.screener.in/company/SHIGAN/,220,128,158,67.0,314,36.0,0.00,10.6,7.48,10.0,-55.1,90.7,32.7,1.72,31.0,19.1,71.1,1.07,0.81,0.61,SHIGAN
106,Auto Ancillaries companies,IP Rings,https://www.screener.in/company/523638/,216,170,180,80.0,,84.0,0.59,6.09,1.60,10.0,1.49,113,32.7,1.27,17.8,5.53,55.7,-1.59,0.94,0.83,523638
107,Auto Ancillaries companies,Jullundur Motor,https://www.screener.in/company/JMA/,188,82.4,88.5,59.0,8.76,80.5,2.43,17.8,13.3,2.0,4.28,39.6,32.7,2.28,10.4,6.95,53.3,2.11,0.93,0.0,JMA
108,Auto Ancillaries companies,Bharat Gears,https://www.screener.in/company/BHARATGEAR/,178,116,156,96.0,189,76.8,0.00,15.4,11.8,10.0,-7.39,20.4,32.7,1.54,18.3,25.9,49.3,-1.13,0.74,0.9,BHARATGEAR
109,Auto Ancillaries companies,Akar Auto Indust,https://www.screener.in/company/530621/,161,150,156,61.8,23.1,39.1,0.33,17.6,19.1,5.0,18.1,142,32.7,1.08,22.8,4.38,71.8,1.35,0.96,1.45,530621
110,Auto Ancillaries companies,Triton Valves,https://www.screener.in/company/505978/consolidated/,153,"1,475","1,950","1,147",,699,0.00,1.0,-11.6,10.0,12.9,28.6,32.7,0.10,19.2,24.4,39.6,5.96,0.76,1.69,505978
111,Auto Ancillaries companies,Samkrg Pistons,https://www.screener.in/company/520075/,148,151,170,112,17.1,186,1.66,11.4,8.28,10.0,-4.27,34.0,32.7,0.98,0.43,11.2,60.9,1.33,0.89,0.2,520075
112,Auto Ancillaries companies,Him Teknoforg.,https://www.screener.in/company/505712/,143,182,212,73.0,17.3,223,0.22,11.1,6.98,2.0,0.59,149,32.7,0.79,22.1,14.1,61.5,1.84,0.86,0.85,505712
113,Auto Ancillaries companies,SAL Automotive,https://www.screener.in/company/539353/,141,590,662,224,20.7,155,0.68,13.4,14.4,10.0,61.3,164,32.7,0.24,52.6,10.9,62.4,6.21,0.89,0.99,539353
114,Auto Ancillaries companies,Omax Autos,https://www.screener.in/company/OMAXAUTO/,139,64.8,71.5,37.6,,131,0.00,1.67,-7.76,10.0,18.5,72.2,32.7,2.14,-13.6,9.3,53.7,-1.64,0.91,0.38,OMAXAUTO
115,Auto Ancillaries companies,Kranti Industrie,https://www.screener.in/company/542459/consolidated/,95.4,83.6,113,60.2,26.6,31.7,0.00,9.7,8.31,10.0,-6.86,38.8,32.7,1.14,23.9,25.9,35.5,0.53,0.74,1.11,542459
116,Auto Ancillaries companies,Setco Automotive,https://www.screener.in/company/SETCO/consolidated/,93.6,7.00,12.0,4.70,,-38.0,0.00,1.31,,2.0,2.41,48.9,32.7,13.4,5.37,41.4,42.1,-2.54,0.59,,SETCO
117,Auto Ancillaries companies,Hindustan Hardy,https://www.screener.in/company/505893/,79.1,528,621,225,14.2,139,0.42,25.6,22.6,10.0,14.2,134,32.7,0.15,17.3,15.1,45.0,5.54,0.85,0.15,505893
118,Auto Ancillaries companies,Auto Pins (I),https://www.screener.in/company/531994/,76.5,134,137,45.0,58.4,13.8,0.00,14.1,12.5,10.0,40.4,198,32.7,0.57,18.7,1.94,94.6,0.58,0.98,0.53,531994
119,Auto Ancillaries companies,Rasandik Engg.,https://www.screener.in/company/522207/,72.4,121,156,53.0,,157,0.00,1.19,-7.67,10.0,-50.3,128,32.7,0.60,-10.2,22.3,51.9,4.57,0.78,0.64,522207
120,Auto Ancillaries companies,SM Auto Stamping,https://www.screener.in/company/543065/consolidated/,70.5,49.4,57.0,0.00,25.6,14.8,2.53,18.2,14.6,10.0,26.4,,32.7,1.43,15.8,13.4,55.7,1.05,0.87,0.18,543065
121,Auto Ancillaries companies,Containe Tech.,https://www.screener.in/company/543606/,68.1,109,131,59.8,64.2,14.7,0.00,9.27,5.31,10.0,210,82.3,32.7,0.62,17.4,17.0,53.3,1.17,0.83,0.54,543606
122,Auto Ancillaries companies,Ultra Wiring,https://www.screener.in/company/UWCSL/,66.1,127,141,67.0,29.9,35.9,0.00,16.9,13.7,10.0,50.5,89.4,32.7,0.52,33.9,10.1,59.1,2.73,0.9,0.33,UWCSL
123,Auto Ancillaries companies,Sizemasters Tech,https://www.screener.in/company/513496/consolidated/,62.8,62.8,62.8,25.0,523,10.8,0.00,,,10.0,,152,32.7,1.00,,0.0,100.0,0.8,1.0,0.68,513496
124,Auto Ancillaries companies,Precision Metal.,https://www.screener.in/company/PRECISION/,57.4,35.3,53.5,26.0,9.21,30.7,0.00,16.9,16.0,10.0,16.5,35.8,32.7,1.63,104,34.0,38.5,1.24,0.66,0.09,PRECISION
125,Auto Ancillaries companies,Jagan Lamps,https://www.screener.in/company/530711/,55.8,76.4,95.5,38.0,18.5,39.1,0.00,12.6,10.1,10.0,11.2,101,32.7,0.73,26.4,20.0,41.6,0.93,0.8,0.07,530711
