Company_Type,Company_name,Company_link,Market_cap,Current_Price,High,Low,P_E,Book_Value,Dividend_Yield,ROCE,ROE,Face_Value,Sales_growth,Up_from_52w_low,Industry_PE,No_Eq_Shares,Sales_growth_3Years,Down_from_52w_high,RSI,EPS_latest_quarter,From_52w_high,Debt_to_equity,Tiker_name
Capital Goods-Non Electrical Equipment companies,Rishi Laser,https://www.screener.in/company/526861/consolidated/,81.7,88.9,95.0,21.1,17.1,48.6,0.0,,11.3,,14.3,321.0,39.3,0.92,13.4,6.39,63.8,2.05,0.94,0.21,526861
Capital Goods-Non Electrical Equipment companies,Rasi Electrodes,https://www.screener.in/company/531233/,71.9,23.1,28.3,11.2,24.9,9.92,0.0,,10.8,,1.57,105.0,30.4,3.11,24.0,18.3,53.0,0.3,0.82,0.05,531233
Capital Goods-Non Electrical Equipment companies,G G Dandekar,https://www.screener.in/company/505250/consolidated/,70.4,148.0,157.0,45.0,,112.0,0.0,,-0.38,,247.0,229.0,39.3,0.48,-13.2,5.7,72.0,-0.27,0.94,0.08,505250
Capital Goods-Non Electrical Equipment companies,Manugraph India,https://www.screener.in/company/MANUGRAPH/consolidated/,70.1,23.0,28.8,14.2,,32.6,0.0,,-17.5,,72.8,61.8,39.3,3.04,-13.0,20.1,45.8,-0.67,0.8,0.11,MANUGRAPH
Capital Goods-Non Electrical Equipment companies,D & H India,https://www.screener.in/company/517514/consolidated/,62.7,76.6,96.8,52.0,19.8,49.0,0.0,,12.1,,23.3,47.2,30.4,0.82,20.6,20.9,47.9,0.65,0.79,0.63,517514
Capital Goods-Non Electrical Equipment companies,Envair Electrody,https://www.screener.in/company/500246/,61.0,131.0,271.0,53.5,,18.2,0.0,,-9.1,,-74.5,145.0,39.3,0.46,-35.4,51.5,17.0,-0.19,0.48,0.0,500246
Capital Goods-Non Electrical Equipment companies,Hawa Engineers,https://www.screener.in/company/539176/,49.7,141.0,147.0,61.0,71.0,47.9,0.0,,4.35,,25.6,131.0,39.3,0.35,31.5,4.18,72.0,0.71,0.96,1.06,539176
Capital Goods-Non Electrical Equipment companies,Rolcon Engg. Co.,https://www.screener.in/company/505807/,45.5,599.0,654.0,275.0,17.4,264.0,0.33,,18.4,,11.2,118.0,39.3,0.08,9.53,8.46,58.6,8.86,0.92,0.01,505807
Capital Goods-Non Electrical Equipment companies,Rapicut Carbides,https://www.screener.in/company/500360/,42.3,78.8,88.4,39.2,,39.1,0.0,,-6.15,,48.5,101.0,39.3,0.54,5.82,10.9,52.6,-0.19,0.89,0.31,500360
Capital Goods-Non Electrical Equipment companies,Meera Industries,https://www.screener.in/company/540519/consolidated/,40.4,37.9,55.0,33.0,,23.6,0.0,,-5.38,,-8.44,14.9,77.9,1.07,0.11,31.2,41.8,0.3,0.69,0.03,540519
Capital Goods-Non Electrical Equipment companies,Solitaire Mach.,https://www.screener.in/company/522152/,37.8,83.2,105.0,36.8,22.1,37.8,1.8,,9.54,,28.5,126.0,39.3,0.45,15.0,20.7,46.1,0.88,0.79,0.0,522152
Capital Goods-Non Electrical Equipment companies,Polymechplast Ma,https://www.screener.in/company/526043/,33.0,59.0,78.8,52.5,71.8,45.0,1.69,,6.28,,-26.0,12.4,39.3,0.56,16.4,25.1,49.5,1.23,0.75,0.17,526043
Capital Goods-Non Electrical Equipment companies,Cranex,https://www.screener.in/company/522001/consolidated/,32.3,53.9,68.0,23.0,35.9,16.4,0.0,,6.07,,8.57,134.0,39.3,0.6,5.21,20.8,50.7,0.65,0.79,2.84,522001
Capital Goods-Non Electrical Equipment companies,Ranjeet Mechatr.,https://www.screener.in/company/541945/,25.9,39.3,41.0,16.0,54.0,20.4,0.0,,5.48,,-42.5,146.0,39.3,0.66,2.62,4.24,66.4,0.18,0.96,0.97,541945
Capital Goods-Non Electrical Equipment companies,Miven Mach. Tool,https://www.screener.in/company/522036/,23.6,78.8,78.8,9.78,,-17.3,0.0,,,,-25.0,705.0,39.3,0.3,-43.9,0.0,99.9,-1.27,1.0,,522036
Capital Goods-Non Electrical Equipment companies,Adarsh Plant,https://www.screener.in/company/526711/,23.5,23.7,33.5,15.0,,1.08,0.0,,15.6,,-22.0,57.9,32.7,0.99,10.6,29.3,35.6,0.02,0.71,4.55,526711
Capital Goods-Non Electrical Equipment companies,Perfect Infraeng,https://www.screener.in/company/PERFECT/,23.0,16.0,33.7,12.2,15.2,14.8,0.0,,2.85,,41.5,31.6,,1.44,9.61,52.5,37.0,0.06,0.48,0.36,PERFECT
Capital Goods-Non Electrical Equipment companies,Yash Innoventure,https://www.screener.in/company/523650/,19.8,29.5,70.0,29.0,34.2,21.2,0.0,,-5.87,,3829.0,1.9,39.3,0.67,-30.7,57.8,26.1,1.07,0.42,0.26,523650
Capital Goods-Non Electrical Equipment companies,Iykot Hitech,https://www.screener.in/company/522245/,13.9,22.9,29.4,13.8,,3.94,0.0,,-30.6,,-78.8,65.6,39.3,0.61,-31.9,22.0,53.8,-0.62,0.78,0.46,522245
Capital Goods-Non Electrical Equipment companies,Premier,https://www.screener.in/company/PREMIER/consolidated/,9.57,3.15,4.41,1.8,,-107.0,0.0,,,,-100.0,75.0,39.3,3.04,,28.6,43.4,-0.93,0.71,,PREMIER
Capital Goods-Non Electrical Equipment companies,Lippi Systems,https://www.screener.in/company/526604/,9.28,13.3,18.6,11.6,,32.0,0.0,,-6.88,,-100.0,14.5,39.3,0.7,,28.9,44.2,-0.26,0.71,0.03,526604
Capital Goods-Non Electrical Equipment companies,Servoteach Inds.,https://www.screener.in/company/531944/,9.1,23.2,25.1,4.4,56.9,-0.53,0.0,,,,-100.0,426.0,29.8,0.39,,7.77,76.0,-0.13,0.92,,531944
Capital Goods-Non Electrical Equipment companies,Hittco Tools,https://www.screener.in/company/531661/,6.75,11.0,15.5,9.15,26.0,4.89,0.0,,21.0,,-2.75,19.7,39.3,0.62,7.52,29.4,51.5,0.03,0.71,1.18,531661
Capital Goods-Non Electrical Equipment companies,Incon Engineers,https://www.screener.in/company/531594/,6.11,14.1,19.0,9.97,,-2.54,0.0,,-50.7,,-93.8,41.5,39.3,0.43,-14.8,25.5,52.7,-0.3,0.74,1.41,531594
Capital Goods-Non Electrical Equipment companies,EMA India,https://www.screener.in/company/522027/,1.95,19.3,26.1,15.6,,-8.46,0.0,,,,,24.0,39.3,0.1,,26.1,42.3,-1.09,0.74,,522027
Capital Goods-Non Electrical Equipment companies,TMT (I),https://www.screener.in/company/522171/,1.52,3.06,3.06,2.42,,-11.5,0.0,,,,-100.0,26.4,39.3,0.5,,0.0,,-0.14,1.0,,522171
Capital Goods-Non Electrical Equipment companies,MPF Systems,https://www.screener.in/company/532470/,0.25,14.4,14.4,9.79,,-77.0,0.0,,,,-36.4,47.2,39.3,0.02,,0.0,96.3,-2.35,1.0,,532470
"Castings, Forgings & Fastners companies",Bharat Forge,https://www.screener.in/company/BHARATFORG/consolidated/,57656.0,1238.0,1250.0,744.0,88.1,151.0,0.57,,6.88,,23.0,66.6,28.2,46.6,17.0,0.92,67.4,4.88,0.99,1.07,BHARATFORG
"Castings, Forgings & Fastners companies",AIA Engineering,https://www.screener.in/company/AIAENG/consolidated/,34800.0,3690.0,3840.0,2384.0,28.6,650.0,0.43,,20.0,,15.8,54.8,28.2,9.43,18.2,3.93,58.8,34.2,0.96,0.08,AIAENG
"Castings, Forgings & Fastners companies",CIE Automotive,https://www.screener.in/company/CIEINDIA/consolidated/,17857.0,471.0,580.0,332.0,23.3,134.0,0.0,,-1.65,,13.6,41.9,28.2,37.9,3.44,18.8,44.8,9.9,0.81,0.19,CIEINDIA
"Castings, Forgings & Fastners companies",TVS Holdings,https://www.screener.in/company/TVSHLTD/consolidated/,15620.0,7720.0,8912.0,2825.0,22.6,1190.0,0.76,,14.8,,21.1,173.0,28.2,2.02,19.1,13.4,62.3,113.0,0.87,11.0,TVSHLTD
"Castings, Forgings & Fastners companies",Ramkrishna Forg.,https://www.screener.in/company/RKFORGE/consolidated/,13119.0,726.0,815.0,243.0,45.2,93.9,0.28,,20.6,,24.6,198.0,28.2,18.1,37.9,11.0,46.8,5.0,0.89,1.01,RKFORGE
"Castings, Forgings & Fastners companies",Happy Forgings,https://www.screener.in/company/HAPPYFORGE/,9696.0,1029.0,1088.0,961.0,46.5,,0.0,,23.5,,39.1,7.1,28.2,9.42,29.0,5.39,,13.3,0.95,0.22,HAPPYFORGE
"Castings, Forgings & Fastners companies",PTC Industries,https://www.screener.in/company/PTCIL/consolidated/,8145.0,6000.0,6790.0,2234.0,235.0,277.0,0.0,,11.8,,26.8,169.0,28.2,1.36,44.4,11.6,57.5,6.08,0.88,0.5,PTCIL
"Castings, Forgings & Fastners companies",Electrost.Cast.,https://www.screener.in/company/ELECTCAST/consolidated/,6582.0,111.0,119.0,31.4,15.8,76.9,0.81,,7.51,,11.6,253.0,28.2,59.5,39.0,7.29,52.3,2.94,0.93,0.54,ELECTCAST
"Castings, Forgings & Fastners companies",Kennametal India,https://www.screener.in/company/505890/,5458.0,2483.0,3127.0,1965.0,74.4,313.0,0.81,,13.0,,4.61,26.4,28.2,2.2,18.9,20.6,68.3,7.78,0.79,0.0,505890
"Castings, Forgings & Fastners companies",Jayaswal Neco,https://www.screener.in/company/JAYNECOIND/,4549.0,46.8,53.6,20.2,19.5,22.4,0.0,,14.0,,-0.56,133.0,28.2,97.1,20.4,12.7,52.4,0.94,0.87,1.5,JAYNECOIND
"Castings, Forgings & Fastners companies",M M Forgings,https://www.screener.in/company/MMFL/,2336.0,968.0,1099.0,800.0,17.8,313.0,0.62,,19.8,,16.0,21.0,28.2,2.41,24.7,12.0,55.4,15.2,0.88,0.94,MMFL
"Castings, Forgings & Fastners companies",Nelcast,https://www.screener.in/company/NELCAST/consolidated/,1374.0,158.0,194.0,85.5,40.8,56.1,0.25,,6.6,,14.6,84.7,28.2,8.7,30.6,18.8,32.0,1.91,0.81,0.6,NELCAST
"Castings, Forgings & Fastners companies",Sterling Tools,https://www.screener.in/company/STERTOOLS/consolidated/,1286.0,357.0,457.0,252.0,26.3,116.0,0.56,,11.8,,32.1,41.8,26.3,3.6,28.4,21.8,59.2,3.46,0.78,0.32,STERTOOLS
"Castings, Forgings & Fastners companies",Steelcast,https://www.screener.in/company/STEELCAS/,1245.0,615.0,781.0,427.0,16.0,118.0,1.1,,37.6,,12.8,44.1,28.2,2.02,33.5,21.2,48.9,9.18,0.79,0.0,STEELCAS
"Castings, Forgings & Fastners companies",Uni Abex Alloy,https://www.screener.in/company/504605/,611.0,3094.0,3445.0,602.0,17.4,502.0,0.65,,25.1,,28.4,414.0,28.2,0.2,17.0,10.2,56.9,65.7,0.9,0.08,504605
"Castings, Forgings & Fastners companies",Synergy Green,https://www.screener.in/company/SGIL/,450.0,318.0,346.0,107.0,53.4,29.0,0.0,,2.22,,6.66,196.0,28.2,1.41,11.7,8.13,60.5,2.27,0.92,1.89,SGIL
"Castings, Forgings & Fastners companies",Amic Forging,https://www.screener.in/company/544037/consolidated/,384.0,366.0,415.0,239.0,39.1,,0.0,,71.2,,62.7,52.7,28.2,1.05,,11.9,66.2,41.9,0.88,0.17,544037
"Castings, Forgings & Fastners companies",Kalyani Cast-Tec,https://www.screener.in/company/544023/,360.0,502.0,516.0,264.0,44.8,,0.0,,78.7,,28.0,89.9,28.2,0.72,69.5,2.79,74.1,11.7,0.97,0.4,544023
"Castings, Forgings & Fastners companies",Pradeep Metals,https://www.screener.in/company/513532/consolidated/,354.0,205.0,228.0,134.0,18.2,57.6,0.97,,32.3,,0.83,53.4,28.2,1.73,11.1,10.0,59.3,3.23,0.9,0.7,513532
"Castings, Forgings & Fastners companies",Inv.& Prec.Cast.,https://www.screener.in/company/504786/consolidated/,315.0,630.0,765.0,270.0,29.7,167.0,0.16,,7.24,,17.5,133.0,28.2,0.5,21.4,17.6,39.8,5.06,0.82,0.84,504786
"Castings, Forgings & Fastners companies",LGB Forge,https://www.screener.in/company/LGBFORGE/,311.0,13.0,13.9,7.3,,1.08,0.0,,-26.7,,-7.17,78.8,28.2,23.8,4.74,6.38,60.1,-0.07,0.94,1.15,LGBFORGE
"Castings, Forgings & Fastners companies",Nitin Castings,https://www.screener.in/company/508875/,258.0,502.0,639.0,145.0,26.1,129.0,0.15,,8.49,,13.8,246.0,28.2,0.51,27.7,21.4,53.9,6.2,0.79,0.02,508875
"Castings, Forgings & Fastners companies",Universal Auto.,https://www.screener.in/company/539314/,245.0,197.0,309.0,99.2,25.1,51.7,0.0,,26.3,,11.3,98.8,28.2,1.24,38.8,36.3,36.6,0.93,0.64,0.56,539314
"Castings, Forgings & Fastners companies",Hilton Met.Forg.,https://www.screener.in/company/HILTON/,238.0,114.0,174.0,64.0,30.7,46.1,0.0,,8.75,,18.0,77.4,28.2,2.1,0.59,34.7,19.8,1.11,0.65,0.52,HILTON
"Castings, Forgings & Fastners companies",Samrat Forgings,https://www.screener.in/company/543229/,212.0,425.0,575.0,136.0,47.0,61.4,0.0,,18.8,,9.06,213.0,28.2,0.5,30.3,26.1,54.5,1.6,0.74,2.05,543229
"Castings, Forgings & Fastners companies",Magna Electrocas,https://www.screener.in/company/517449/,203.0,480.0,594.0,254.0,14.4,238.0,0.63,,18.1,,-10.3,88.8,28.2,0.42,19.6,19.2,58.8,8.91,0.81,0.0,517449
"Castings, Forgings & Fastners companies",Bhagwati Auto,https://www.screener.in/company/504646/,177.0,615.0,676.0,223.0,28.2,127.0,0.33,,25.2,,8.25,176.0,28.2,0.29,15.4,8.98,55.5,2.78,0.91,0.26,504646
"Castings, Forgings & Fastners companies",GTV Engineering,https://www.screener.in/company/539479/,157.0,503.0,530.0,213.0,31.4,104.0,0.0,,7.5,,22.7,137.0,28.2,0.31,14.2,5.07,70.8,3.01,0.95,0.19,539479
"Castings, Forgings & Fastners companies",Tirupati Forge,https://www.screener.in/company/TIRUPATIFL/,155.0,15.8,24.8,6.75,26.6,3.97,0.0,,29.2,,-22.3,134.0,28.2,9.8,49.4,36.3,78.4,0.16,0.64,0.31,TIRUPATIFL
"Castings, Forgings & Fastners companies",Kalyani Forge,https://www.screener.in/company/KALYANIFRG/,149.0,410.0,573.0,205.0,25.5,296.0,0.73,,3.52,,-1.91,100.0,28.2,0.36,9.89,28.5,51.8,3.57,0.72,0.53,KALYANIFRG
"Castings, Forgings & Fastners companies",DCM,https://www.screener.in/company/DCM/consolidated/,148.0,79.1,104.0,62.0,,7.47,0.0,,15.8,,-4.44,27.6,28.2,1.87,-28.0,23.9,50.5,-0.37,0.76,0.02,DCM
"Castings, Forgings & Fastners companies",National Fitting,https://www.screener.in/company/531289/,141.0,155.0,195.0,51.4,27.2,62.0,0.97,,8.13,,1.17,203.0,28.2,0.91,14.8,20.2,53.7,2.09,0.8,0.32,531289
"Castings, Forgings & Fastners companies",Captain Techno.,https://www.screener.in/company/540652/,110.0,107.0,169.0,73.0,31.7,21.2,0.19,,15.2,,7.15,47.0,28.2,1.02,19.8,36.3,41.6,1.51,0.64,0.5,540652
"Castings, Forgings & Fastners companies",Creative Casting,https://www.screener.in/company/539527/,104.0,800.0,1196.0,410.0,21.8,274.0,1.25,,13.9,,11.3,95.0,28.2,0.13,17.4,33.1,69.5,8.69,0.67,0.01,539527
"Castings, Forgings & Fastners companies",Tayo Rolls,https://www.screener.in/company/504961/,99.1,96.6,118.0,48.6,,-473.0,0.0,,,,,99.0,28.2,1.03,,18.5,50.4,-0.82,0.82,,504961
"Castings, Forgings & Fastners companies",Simm. Marshall,https://www.screener.in/company/507998/consolidated/,96.4,86.1,100.0,33.0,,29.8,0.0,,-8.02,,2.58,161.0,26.3,1.12,7.04,13.9,51.6,1.36,0.86,2.44,507998
"Castings, Forgings & Fastners companies",Pritika Engineer,https://www.screener.in/company/PRITIKA/consolidated/,85.7,65.0,93.4,25.2,25.8,29.0,0.0,,,,,158.0,28.2,1.32,,30.4,41.1,1.4,0.7,1.36,PRITIKA
"Castings, Forgings & Fastners companies",Sharp Chucks and,https://www.screener.in/company/SCML/,77.5,72.0,97.7,63.0,15.3,,0.0,,10.2,,15.6,14.3,28.2,1.08,16.0,26.3,43.1,2.46,0.74,1.73,SCML
"Castings, Forgings & Fastners companies",Krishanveer Forg,https://www.screener.in/company/513369/,71.6,65.5,83.8,35.7,24.5,33.5,0.0,,4.77,,-11.6,83.4,28.2,1.09,16.6,21.9,70.0,0.3,0.78,0.0,513369
"Castings, Forgings & Fastners companies",Ganga Forging,https://www.screener.in/company/GANGAFORGE/,70.5,6.35,8.5,3.0,48.9,1.28,0.0,,9.28,,7.86,112.0,28.2,11.1,12.2,25.3,42.0,0.02,0.75,0.53,GANGAFORGE
"Castings, Forgings & Fastners companies",Porwal Auto Comp,https://www.screener.in/company/532933/,66.6,44.1,51.8,17.7,37.0,40.3,0.0,,-1.78,,11.8,149.0,28.2,1.51,21.3,14.9,42.2,0.45,0.85,0.13,532933
"Castings, Forgings & Fastners companies",Smiths & Founder,https://www.screener.in/company/513418/,51.5,5.05,5.91,2.96,156.0,1.83,0.0,,2.07,,7.23,70.6,28.2,10.2,8.99,14.6,64.9,0.01,0.85,0.15,513418
"Castings, Forgings & Fastners companies",Pattech Fitwell,https://www.screener.in/company/PATTECH/,41.9,54.0,97.0,50.0,29.1,23.6,0.0,,44.9,,21.3,8.0,28.2,0.78,,44.3,40.1,0.55,0.56,0.59,PATTECH
"Castings, Forgings & Fastners companies",Simplex Castings,https://www.screener.in/company/513472/,38.6,63.0,74.2,36.2,20.3,50.8,0.0,,10.6,,41.4,74.1,28.2,0.61,28.9,15.1,53.2,0.34,0.85,2.08,513472
"Castings, Forgings & Fastners companies",Palco Metals Ltd,https://www.screener.in/company/539121/consolidated/,28.2,70.6,110.0,50.5,36.7,38.0,0.0,,9.26,,-16.1,39.8,28.2,0.4,37.4,35.9,54.8,2.92,0.64,1.39,539121
"Castings, Forgings & Fastners companies",EL Forge,https://www.screener.in/company/531144/,21.2,10.4,14.7,6.31,10.3,-29.5,0.0,,,,50.8,65.6,28.2,2.03,21.2,28.8,45.0,0.2,0.71,,531144
"Castings, Forgings & Fastners companies",Metalyst Forg.,https://www.screener.in/company/METALFORGE/,15.9,3.65,4.9,2.37,,-580.0,0.0,,,,13.4,54.0,28.2,4.36,11.6,25.5,47.2,-14.1,0.74,,METALFORGE
"Castings, Forgings & Fastners companies",Shivagrico Impl.,https://www.screener.in/company/522237/,13.8,27.5,27.5,15.6,172.0,14.7,0.0,,0.42,,-4.68,76.4,28.2,0.5,18.4,0.0,70.8,0.12,1.0,2.8,522237
"Castings, Forgings & Fastners companies",Galaxy Agrico,https://www.screener.in/company/531911/,10.2,37.3,41.5,18.2,,11.0,0.0,,-15.1,,5.48,105.0,28.2,0.27,22.2,10.1,56.9,-1.32,0.9,0.27,531911
"Castings, Forgings & Fastners companies",Lak. Prec. Screw,https://www.screener.in/company/LAKPRE/consolidated/,5.91,5.4,6.8,3.37,,23.6,0.0,,-84.5,,-31.0,60.2,26.3,1.09,-13.3,20.6,57.1,1.76,0.79,10.1,LAKPRE
"Castings, Forgings & Fastners companies",Taparia Tools,https://www.screener.in/company/505685/,4.64,3.06,3.06,2.1,0.06,191.0,1013.0,,27.9,,5.39,45.7,28.2,1.52,17.5,0.0,38.1,15.6,1.0,0.0,505685
"Castings, Forgings & Fastners companies",Carnation Inds.,https://www.screener.in/company/530609/,3.18,9.2,10.6,3.25,,-7.87,0.0,,,,,183.0,28.2,0.35,,13.4,55.4,-0.32,0.87,,530609
"Castings, Forgings & Fastners companies",Taparia Tools,https://www.screener.in/company/505685/,4.64,3.06,3.06,2.1,0.06,191.0,1013.0,,27.9,,5.39,45.7,28.2,1.52,17.5,0.0,38.1,15.6,1.0,0.0,505685
"Castings, Forgings & Fastners companies",Carnation Inds.,https://www.screener.in/company/530609/,3.18,9.2,10.6,3.25,,-7.87,0.0,,,,,183.0,28.2,0.35,,13.4,55.4,-0.32,0.87,,530609
Cement companies,UltraTech Cem.,https://www.screener.in/company/ULTRACEMCO/consolidated/,303209.0,10503.0,10526.0,6604.0,53.3,1945.0,0.36,,9.63,,17.5,59.0,41.0,28.9,14.2,0.22,80.0,44.4,1.0,0.2,ULTRACEMCO
Cement companies,Ambuja Cements,https://www.screener.in/company/AMBUJACEM/consolidated/,103432.0,521.0,537.0,315.0,34.8,166.0,0.48,,10.8,,4.26,65.2,41.0,199.0,12.8,2.95,65.8,3.99,0.97,0.02,AMBUJACEM
Cement companies,Shree Cement,https://www.screener.in/company/SHREECEM/,103383.0,28653.0,29250.0,21410.0,54.5,5313.0,0.35,,7.45,,17.9,33.8,41.0,3.61,12.2,2.04,66.0,136.0,0.98,0.11,SHREECEM
Cement companies,Dalmia BharatLtd,https://www.screener.in/company/DALBHARAT/consolidated/,42671.0,2275.0,2431.0,1672.0,37.1,854.0,0.4,,6.97,,13.3,36.1,28.1,18.8,11.9,6.4,50.5,6.29,0.94,0.34,DALBHARAT
Cement companies,ACC,https://www.screener.in/company/ACC/consolidated/,41524.0,2211.0,2488.0,1592.0,31.7,789.0,0.42,,7.06,,10.8,38.9,41.0,18.8,12.4,11.1,64.5,20.6,0.89,0.03,ACC
Cement companies,J K Cements,https://www.screener.in/company/JKCEMENT/consolidated/,29271.0,3788.0,3996.0,2540.0,65.3,631.0,0.4,,9.48,,20.8,49.1,41.0,7.73,18.8,5.2,57.1,23.0,0.95,1.1,JKCEMENT
Cement companies,The Ramco Cement,https://www.screener.in/company/RAMCOCEM/,24110.0,1020.0,1058.0,636.0,60.3,294.0,0.2,,5.14,,34.2,60.4,28.1,23.6,14.9,3.58,54.6,4.29,0.96,0.73,RAMCOCEM
Cement companies,Nuvoco Vistas,https://www.screener.in/company/NUVOCO/consolidated/,13661.0,382.0,399.0,288.0,25.0,248.0,0.0,,4.73,,7.52,32.8,41.0,35.7,15.9,4.03,59.9,0.04,0.96,0.58,NUVOCO
Cement companies,Birla Corpn.,https://www.screener.in/company/BIRLACORPN/consolidated/,11097.0,1441.0,1474.0,843.0,79.5,817.0,0.17,,0.75,,11.6,70.9,41.0,7.7,7.88,2.24,61.9,7.58,0.98,0.65,BIRLACORPN
Cement companies,JK Lakshmi Cem.,https://www.screener.in/company/JKLAKSHMI/consolidated/,10583.0,899.0,916.0,607.0,29.6,247.0,0.42,,13.1,,13.8,48.1,41.0,11.8,13.9,1.77,64.1,7.88,0.98,0.69,JKLAKSHMI
Cement companies,Prism Johnson,https://www.screener.in/company/PRSMJOHNSN/consolidated/,9249.0,184.0,192.0,98.0,,28.0,0.0,,-7.7,,10.1,87.5,41.0,50.3,7.31,4.2,63.9,3.63,0.96,1.05,PRSMJOHNSN
Cement companies,India Cements,https://www.screener.in/company/INDIACEM/consolidated/,8023.0,259.0,275.0,167.0,,182.0,0.0,,-5.46,,0.89,55.0,28.1,31.0,2.64,5.97,56.4,-2.58,0.94,0.5,INDIACEM
Cement companies,Star Cement,https://www.screener.in/company/STARCEMENT/consolidated/,7130.0,176.0,183.0,101.0,25.2,63.1,0.0,,10.8,,9.04,74.6,41.0,40.4,13.6,3.63,57.7,1.01,0.96,0.01,STARCEMENT
Cement companies,Kesoram Inds.,https://www.screener.in/company/KESORAMIND/consolidated/,5476.0,176.0,180.0,54.6,672.0,12.3,0.0,,-4.38,,9.6,223.0,41.0,31.1,12.6,2.08,82.5,-1.88,0.98,5.3,KESORAMIND
Cement companies,Heidelberg Cem.,https://www.screener.in/company/HEIDELBERG/,5273.0,233.0,242.0,153.0,41.0,61.4,3.01,,6.55,,1.94,52.5,41.0,22.7,1.04,3.66,68.3,1.58,0.96,0.14,HEIDELBERG
Cement companies,Orient Cement,https://www.screener.in/company/ORIENTCEM/,5144.0,251.0,263.0,105.0,32.9,80.3,0.6,,7.85,,14.7,140.0,28.1,20.5,6.65,4.49,59.0,1.2,0.96,0.16,ORIENTCEM
Cement companies,Sagar Cements,https://www.screener.in/company/SAGCEM/consolidated/,3328.0,255.0,289.0,180.0,205.0,121.0,0.27,,1.27,,24.4,41.7,28.1,13.1,23.8,11.9,44.6,-0.64,0.88,0.97,SAGCEM
Cement companies,Sanghi Industrie,https://www.screener.in/company/SANGHIIND/,3278.0,127.0,142.0,53.0,,51.5,0.0,,-19.2,,-41.4,139.0,41.0,25.8,1.51,10.6,50.6,-1.5,0.89,1.37,SANGHIIND
Cement companies,Mangalam Cement,https://www.screener.in/company/MANGLMCEM/,2052.0,746.0,750.0,234.0,48.1,283.0,0.2,,3.37,,-0.45,219.0,41.0,2.75,13.6,0.5,88.1,4.29,0.99,0.8,MANGLMCEM
Cement companies,K C P,https://www.screener.in/company/KCP/consolidated/,1982.0,154.0,161.0,91.6,23.4,99.4,0.07,,3.45,,20.2,67.8,28.1,12.9,16.6,4.53,59.8,2.53,0.95,0.42,KCP
Cement companies,Udaipur Cement,https://www.screener.in/company/UDAICEMENT/,1863.0,33.2,37.6,18.9,51.1,14.7,0.0,,11.1,,9.18,75.9,41.0,56.0,14.6,11.7,45.2,0.22,0.88,1.57,UDAICEMENT
Cement companies,Sh. Digvijay Cem,https://www.screener.in/company/SHREDIGCEM/,1376.0,93.8,101.0,57.3,23.2,21.4,4.27,,18.1,,20.8,63.6,41.0,14.7,15.6,7.5,55.9,0.5,0.93,0.1,SHREDIGCEM
Cement companies,Saurashtra Cem.,https://www.screener.in/company/502175/consolidated/,1084.0,97.8,108.0,48.0,41.0,80.8,0.0,,-2.4,,28.2,104.0,41.0,11.1,39.3,9.0,56.9,0.07,0.91,0.08,502175
Cement companies,Shiva Cement,https://www.screener.in/company/532323/,1037.0,53.2,64.8,41.0,,-5.25,0.0,,,,348000.0,29.7,28.1,19.5,,17.9,46.8,-1.0,0.82,,532323
Cement companies,NCL Industries,https://www.screener.in/company/NCLIND/,1006.0,222.0,247.0,155.0,13.3,180.0,1.35,,5.99,,9.85,43.2,28.1,4.52,29.7,9.82,48.8,3.06,0.9,0.32,NCLIND
Cement companies,Andhra Cements,https://www.screener.in/company/ACL/,1004.0,109.0,159.0,4.88,19.1,36.5,0.0,,,,,2133.0,28.1,9.22,,31.4,55.4,-0.11,0.69,1.91,ACL
Cement companies,Deccan Cements,https://www.screener.in/company/DECCANCE/,791.0,565.0,614.0,388.0,19.3,500.0,0.66,,7.42,,2.02,45.6,28.1,1.4,12.1,8.0,57.1,3.38,0.92,0.65,DECCANCE
Cement companies,Anjani Portland,https://www.screener.in/company/APCL/consolidated/,624.0,212.0,232.0,140.0,,104.0,0.0,,-17.9,,-29.3,51.4,28.1,2.94,,8.39,48.1,-5.21,0.92,1.44,APCL
Cement companies,Shri Keshav,https://www.screener.in/company/530977/,362.0,231.0,260.0,111.0,,49.3,0.0,,8.28,,1.06,109.0,28.1,1.57,21.9,11.2,65.0,0.05,0.89,2.32,530977
Cement companies,Kakatiya Cement,https://www.screener.in/company/KAKATCEM/,192.0,247.0,278.0,180.0,534.0,292.0,1.21,,-1.92,,10.1,37.3,28.1,0.78,-0.5,11.1,54.5,2.32,0.89,0.33,KAKATCEM
Cement companies,Barak Valley,https://www.screener.in/company/BVCL/consolidated/,114.0,51.3,59.6,22.0,12.9,53.8,0.0,,4.72,,26.5,133.0,41.0,2.22,4.06,13.9,54.6,1.25,0.86,0.49,BVCL
