Company_Type,Tiker_name,Company_name,Market_cap,Current_Price,High,Low,P_E,Book_Value,Dividend_Yield,ROCE,ROE,Face_Value,Sales_growth,Up_from_52w_low,Industry_PE,No_Eq_Shares,Sales_growth_3Years,Down_from_52w_high,RSI,EPS_latest_quarter,From_52w_high,Debt_to_equity,Company_link
Consumer Durables companies,DIXON,Havells India,39278.0,6567.0,6765.0,2553.0,128.0,244.0,,24.2,22.5,2.0,7.35,157.0,43.7,5.98,40.4,2.93,73.7,18.0,0.97,0.19,https://www.screener.in/company/DIXON/consolidated/
Consumer Durables companies,VOLTAS,Dixon Technolog.,32372.0,978.0,993.0,737.0,106.0,173.0,,9.67,4.42,1.0,18.0,32.7,83.8,33.1,7.44,1.48,79.6,1.11,0.99,0.1,https://www.screener.in/company/VOLTAS/consolidated/
Consumer Durables companies,CROMPTON,Voltas,19904.0,311.0,349.0,251.0,46.1,42.6,,16.0,18.1,2.0,6.83,23.9,59.4,64.0,15.0,10.9,67.7,1.52,0.89,0.37,https://www.screener.in/company/CROMPTON/consolidated/
Consumer Durables companies,BLUESTARCO,Crompton Gr. Con,19472.0,947.0,1038.0,589.0,61.6,114.0,,24.4,23.4,2.0,16.6,60.7,83.8,20.6,14.2,8.77,44.4,3.44,0.91,0.37,https://www.screener.in/company/BLUESTARCO/consolidated/
Consumer Durables companies,WHIRLPOOL,Blue Star,17341.0,1367.0,1733.0,1217.0,87.2,282.0,,8.43,6.37,10.0,-5.85,12.3,55.8,12.7,3.62,21.1,38.6,2.88,0.79,0.01,https://www.screener.in/company/WHIRLPOOL/consolidated/
Consumer Durables companies,KAYNES,Whirlpool India,16686.0,2611.0,3000.0,713.0,152.0,174.0,,21.5,16.3,10.0,43.1,266.0,67.2,6.39,44.5,13.0,56.3,4.37,0.87,0.25,https://www.screener.in/company/KAYNES/
Consumer Durables companies,BAJAJELEC,Kaynes Tech,11376.0,988.0,1223.0,884.0,55.8,123.0,,18.5,12.2,2.0,0.33,11.9,55.8,11.5,2.88,19.2,42.4,2.91,0.81,0.14,https://www.screener.in/company/BAJAJELEC/
Consumer Durables companies,AMBER,Bajaj Electrical,10564.0,3135.0,3480.0,1762.0,66.8,581.0,,10.7,8.75,10.0,27.2,77.9,67.2,3.37,20.5,9.9,50.9,-2.06,0.9,0.79,https://www.screener.in/company/AMBER/consolidated/
Consumer Durables companies,TTKPRESTIG,Amber Enterp.,10275.0,741.0,833.0,652.0,46.3,141.0,,18.1,13.8,1.0,-10.6,13.7,55.8,13.9,10.2,11.0,36.0,4.28,0.89,0.08,https://www.screener.in/company/TTKPRESTIG/consolidated/
Consumer Durables companies,543482,TTK Prestige,9854.0,510.0,599.0,355.0,113.0,214.0,,1.91,0.69,10.0,40.7,43.5,55.8,19.3,403.0,14.9,42.7,1.32,0.85,0.02,https://www.screener.in/company/543482/
Consumer Durables companies,PGEL,Eureka Forbes,6177.0,2374.0,2570.0,1002.0,61.7,361.0,,17.3,22.0,10.0,47.2,137.0,67.2,2.6,,7.64,53.2,4.75,0.92,0.33,https://www.screener.in/company/PGEL/consolidated/
Consumer Durables companies,SYMPHONY,PG Electroplast,6041.0,876.0,1219.0,825.0,52.2,98.8,,14.8,13.5,2.0,-2.52,6.18,55.8,6.9,2.5,28.1,49.8,5.08,0.72,0.27,https://www.screener.in/company/SYMPHONY/consolidated/
Consumer Durables companies,GENUSPOWER,Symphony,5980.0,232.0,290.0,78.6,72.3,45.4,,5.77,3.0,1.0,17.9,195.0,67.2,25.8,-8.65,20.0,49.2,1.91,0.8,0.29,https://www.screener.in/company/GENUSPOWER/consolidated/
Consumer Durables companies,ORIENTELEC,Genus Power,4842.0,227.0,285.0,208.0,60.1,28.8,,19.2,13.5,1.0,4.12,9.35,55.8,21.3,7.05,20.4,56.2,0.86,0.8,0.2,https://www.screener.in/company/ORIENTELEC/
Consumer Durables companies,508486,Orient Electric,4014.0,7588.0,7650.0,5837.0,41.4,528.0,,45.8,38.7,10.0,-4.8,30.0,55.8,0.53,14.3,0.8,58.2,66.6,0.99,0.16,https://www.screener.in/company/508486/
Consumer Durables companies,IFBIND,Hawkins Cookers,3807.0,939.0,1053.0,698.0,387.0,170.0,,6.43,2.27,10.0,3.88,34.6,55.8,4.05,16.7,10.8,46.6,5.31,0.89,0.41,https://www.screener.in/company/IFBIND/consolidated/
Consumer Durables companies,AVALON,IFB Industries,3617.0,551.0,732.0,347.0,84.5,81.4,,16.7,16.8,2.0,12.4,58.7,67.2,6.56,13.8,24.7,60.2,1.11,0.75,0.25,https://www.screener.in/company/AVALON/consolidated/
Consumer Durables companies,KDDL,Avalon Tech,3563.0,2842.0,3120.0,976.0,39.5,402.0,,18.1,15.1,10.0,29.4,191.0,39.5,1.25,19.7,8.92,59.0,20.3,0.91,0.5,https://www.screener.in/company/KDDL/consolidated/
Consumer Durables companies,JCHAC,KDDL Ltd,3035.0,1116.0,1393.0,938.0,,207.0,,-9.55,-9.46,10.0,-26.1,19.0,83.8,2.72,2.76,19.9,45.4,-20.7,0.8,0.43,https://www.screener.in/company/JCHAC/
Consumer Durables companies,CARYSIL,Johnson Con. Hit,2205.0,822.0,980.0,431.0,42.8,122.0,,17.8,18.8,2.0,1.94,90.7,42.8,2.68,29.1,16.1,43.3,5.76,0.84,0.65,https://www.screener.in/company/CARYSIL/consolidated/
Consumer Durables companies,BUTTERFLY,Carysil,1859.0,1040.0,1592.0,978.0,43.6,176.0,,30.3,19.8,10.0,-10.0,6.38,55.8,1.79,16.0,34.7,45.0,8.16,0.65,0.0,https://www.screener.in/company/BUTTERFLY/
Consumer Durables companies,500414,Butterfly Gan Ap,1680.0,166.0,203.0,113.0,54.3,7.51,,47.6,,1.0,11.3,47.1,39.5,10.1,15.0,18.0,34.1,1.09,0.82,0.21,https://www.screener.in/company/500414/
Consumer Durables companies,STOVEKRAFT,Timex Group,1487.0,450.0,579.0,353.0,56.1,130.0,,12.5,9.29,10.0,3.19,27.4,55.8,3.31,24.1,22.3,28.8,5.0,0.78,0.35,https://www.screener.in/company/STOVEKRAFT/
Consumer Durables companies,504132,Stove Kraft,1225.0,1424.0,1721.0,621.0,38.2,144.0,,40.1,30.8,10.0,35.7,129.0,67.2,0.86,19.7,17.2,50.8,8.54,0.83,0.11,https://www.screener.in/company/504132/
Consumer Durables companies,HIRECT,Permanent Magnet,925.0,540.0,715.0,185.0,55.7,68.7,,5.29,3.99,2.0,26.4,192.0,67.2,1.71,6.22,24.4,42.1,2.32,0.76,0.94,https://www.screener.in/company/HIRECT/
Consumer Durables companies,MICEL,Hind Rectifiers,748.0,33.8,48.0,11.0,154.0,3.29,,1.41,0.41,2.0,-19.2,207.0,67.2,22.1,131.0,29.6,42.3,0.39,0.7,0.17,https://www.screener.in/company/MICEL/consolidated/
Consumer Durables companies,ELIN,MIC Electronics,734.0,148.0,236.0,116.0,52.9,100.0,,9.9,6.66,5.0,-15.4,27.5,67.2,4.97,11.0,37.4,42.0,0.79,0.63,0.06,https://www.screener.in/company/ELIN/consolidated/
Consumer Durables companies,543597,Elin Electronics,526.0,230.0,308.0,122.0,67.6,42.6,,18.4,13.5,10.0,68.5,87.8,67.2,2.28,70.4,25.2,37.0,1.54,0.75,1.15,https://www.screener.in/company/543597/
Consumer Durables companies,517035,Virtuoso Optoel.,521.0,749.0,1040.0,269.0,83.9,55.5,,14.9,20.2,10.0,35.4,178.0,67.2,0.7,,28.0,40.4,2.26,0.72,0.83,https://www.screener.in/company/517035/consolidated/
Consumer Durables companies,541083,RIR Power Electr,433.0,589.0,730.0,363.0,103.0,62.6,,17.3,16.5,10.0,34.8,62.3,55.8,0.73,71.3,19.3,44.4,0.01,0.81,0.76,https://www.screener.in/company/541083/
Consumer Durables companies,BPL,Inflame Applian.,417.0,85.0,103.0,46.7,28.0,50.7,,7.08,2.85,10.0,37.9,82.1,43.7,4.9,-18.0,17.4,50.2,1.95,0.83,0.03,https://www.screener.in/company/BPL/
Consumer Durables companies,MIRCELECTR,BPL,365.0,15.8,25.6,11.0,,7.72,,-0.89,-6.77,1.0,-29.5,43.6,43.7,23.1,22.5,38.3,34.4,-0.28,0.62,0.56,https://www.screener.in/company/MIRCELECTR/
Consumer Durables companies,523100,MIRC Electronics,270.0,224.0,314.0,125.0,,26.7,,10.3,9.69,10.0,-23.3,78.8,67.2,1.2,25.0,28.6,37.3,-0.36,0.71,2.19,https://www.screener.in/company/523100/
Consumer Durables companies,531306,Cosmo Ferrites,238.0,792.0,1120.0,751.0,8.08,648.0,,19.6,14.5,10.0,-57.5,5.46,55.8,0.3,25.2,29.3,42.5,71.0,0.71,0.02,https://www.screener.in/company/531306/
Consumer Durables companies,GREENCHEF,DHP India,235.0,101.0,153.0,95.0,24.9,48.8,,14.9,16.9,10.0,-2.73,6.16,55.8,2.33,10.4,34.1,42.9,1.68,0.66,0.7,https://www.screener.in/company/GREENCHEF/
Consumer Durables companies,517236,Greenchef Appli.,226.0,168.0,205.0,118.0,59.5,55.6,,13.2,9.34,10.0,18.6,41.9,67.2,1.35,50.1,18.1,53.8,0.04,0.82,0.46,https://www.screener.in/company/517236/
Consumer Durables companies,523449,Calcom Vision,176.0,67.9,81.9,45.2,,-31.6,,-845.0,,10.0,-100.0,50.2,43.7,2.59,14.5,17.1,71.9,-1.6,0.83,,https://www.screener.in/company/523449/
Consumer Durables companies,ARHAM,Sharp India,174.0,205.0,247.0,43.8,43.7,24.5,,25.2,27.1,10.0,22.4,369.0,43.7,0.85,52.0,16.9,52.8,2.01,0.83,0.81,https://www.screener.in/company/ARHAM/
Consumer Durables companies,SONAMLTD,Arham Tech,142.0,71.0,86.3,36.5,37.3,27.0,,9.44,7.98,10.0,-11.2,94.5,39.5,2.0,11.3,17.7,33.6,0.59,0.82,0.43,https://www.screener.in/company/SONAMLTD/
Consumer Durables companies,DELTAMAGNT,Sonam,104.0,95.7,122.0,61.2,,29.6,,-9.97,-32.3,10.0,-6.02,56.4,67.2,1.09,-13.7,21.7,52.4,-2.32,0.78,1.23,https://www.screener.in/company/DELTAMAGNT/consolidated/
Consumer Durables companies,543921,Delta Manufact.,98.5,131.0,175.0,0.0,60.0,,,19.2,24.8,10.0,-8.8,,67.2,0.75,7.61,25.2,37.0,-3.4,0.75,1.96,https://www.screener.in/company/543921/
Consumer Durables companies,517246,Comrade Applian.,96.4,62.9,81.5,21.0,24.3,11.7,,13.3,15.8,10.0,24.9,199.0,67.2,1.53,-15.4,22.8,43.4,0.61,0.77,0.41,https://www.screener.in/company/517246/
Consumer Durables companies,531608,B C C Fuba India,77.7,145.0,236.0,109.0,101.0,22.3,,14.7,16.2,10.0,1.39,32.8,55.8,0.54,24.4,38.6,48.1,0.71,0.61,0.97,https://www.screener.in/company/531608/
Consumer Durables companies,517288,Gorani Industrie,60.0,70.2,108.0,28.6,20.5,9.58,,25.9,26.8,10.0,5.79,145.0,67.2,0.85,5.5,35.0,44.7,0.39,0.65,0.05,https://www.screener.in/company/517288/
Consumer Durables companies,500370,Gujarat Poly,51.3,58.2,69.0,29.6,,64.8,,-3.84,-2.06,10.0,44.5,97.1,43.7,0.88,-11.8,15.6,55.2,-0.5,0.84,0.27,https://www.screener.in/company/500370/
Consumer Durables companies,517370,Salora Intl.,26.6,52.0,52.0,32.5,28.4,32.2,,5.91,3.84,10.0,-17.2,59.8,67.2,0.51,-18.1,0.0,68.6,0.76,1.0,0.24,https://www.screener.in/company/517370/
Consumer Durables companies,505840,Incap,21.4,35.1,59.6,23.5,28.5,24.4,,4.27,2.23,10.0,-43.3,49.3,55.8,0.61,21.0,41.2,36.3,-0.21,0.59,0.35,https://www.screener.in/company/505840/
Consumer Durables companies,543460,Jaipan Industrie,20.8,81.5,117.0,57.0,59.4,45.3,,,,10.0,,43.0,55.8,0.19,,30.5,53.4,2.75,0.7,0.19,https://www.screener.in/company/543460/consolidated/
Consumer Durables companies,509015,Quality RO Indu.,15.3,13.0,18.7,12.4,,-7.23,,-35.0,,3.0,46.5,4.75,67.2,1.17,-7.5,30.5,36.9,-0.02,0.69,,https://www.screener.in/company/509015/
Consumer Durables companies,517397,Thakral Services,13.2,32.9,45.5,25.1,,-31.3,,-36.8,,10.0,-28.4,31.1,67.2,0.4,,27.6,51.6,-1.62,0.72,,https://www.screener.in/company/517397/
Consumer Durables companies,517463,Pan Electronics,2.11,1.22,1.3,1.1,,-13.9,,,,1.0,-100.0,10.9,67.2,1.73,-62.8,6.15,57.8,-0.01,0.94,,https://www.screener.in/company/517463/
Consumer Durables companies,526009,Linaks Microelec,0.19,0.54,0.54,0.4,,-15.5,,-1.27,,10.0,,35.0,67.2,0.35,,0.0,95.9,-0.03,1.0,,https://www.screener.in/company/526009/
Consumer Durables companies,517397,Procal Electroni,13.2,32.9,45.5,25.1,,-31.3,,-36.8,,10.0,-28.4,31.1,67.2,0.4,,27.6,51.6,-1.62,0.72,,https://www.screener.in/company/517397/
Consumer Durables companies,517463,Pan Electronics,2.11,1.22,1.3,1.1,,-13.9,,,,1.0,-100.0,10.9,67.2,1.73,-62.8,6.15,57.8,-0.01,0.94,,https://www.screener.in/company/517463/
Consumer Durables companies,526009,Linaks Microelec,0.19,0.54,0.54,0.4,,-15.5,,-1.27,,10.0,,35.0,67.2,0.35,,0.0,95.9,-0.03,1.0,,https://www.screener.in/company/526009/
Consumer Durables companies,CRISIL,Procal Electroni,31708.0,4337.0,4455.0,2888.0,52.3,263.0,,41.1,32.9,1.0,14.8,50.1,37.0,7.31,16.9,2.65,56.8,20.8,0.97,0.03,https://www.screener.in/company/CRISIL/consolidated/
Credit Rating Agencies companies,ICRA,CRISIL,5520.0,5720.0,6249.0,4251.0,37.0,930.0,,20.0,15.1,10.0,13.0,34.5,37.0,0.97,7.89,8.47,59.9,32.9,0.92,0.01,https://www.screener.in/company/ICRA/consolidated/
Credit Rating Agencies companies,CARERATING,ICRA,2833.0,952.0,1010.0,590.0,32.0,230.0,,18.7,12.7,10.0,15.7,61.3,37.0,2.98,4.62,5.78,58.8,11.8,0.94,0.03,https://www.screener.in/company/CARERATING/consolidated/
Credit Rating Agencies companies,ONGC,CARE Ratings,257959.0,205.0,212.0,140.0,5.49,246.0,,13.9,14.1,5.0,-1.41,46.4,9.07,1258.0,16.8,3.28,58.7,10.9,0.97,0.46,https://www.screener.in/company/ONGC/consolidated/
Crude Oil & Natural Gas companies,OIL,O N G C,40356.0,372.0,406.0,205.0,5.85,370.0,,25.4,25.2,10.0,-10.8,81.2,9.07,108.0,24.7,8.43,68.6,3.88,0.92,0.56,https://www.screener.in/company/OIL/consolidated/
Crude Oil & Natural Gas companies,HINDOILEXP,Oil India,2409.0,182.0,258.0,116.0,9.07,82.4,,20.4,24.1,10.0,108.0,57.4,9.07,13.2,40.4,29.4,67.2,3.27,0.71,0.22,https://www.screener.in/company/HINDOILEXP/consolidated/
Crude Oil & Natural Gas companies,ASIANENE,Hind.Oil Explor.,1038.0,270.0,297.0,51.5,,59.8,,-15.3,-17.4,10.0,-19.1,425.0,9.07,3.84,-26.2,8.99,61.9,0.28,0.91,0.03,https://www.screener.in/company/ASIANENE/consolidated/
Crude Oil & Natural Gas companies,SELAN,Asian Energy,749.0,493.0,554.0,222.0,27.3,246.0,,11.7,8.96,10.0,16.3,122.0,9.07,1.52,9.59,11.1,53.9,6.2,0.89,0.01,https://www.screener.in/company/SELAN/
Crude Oil & Natural Gas companies,ABAN,Selan Expl. Tech,306.0,52.4,67.0,31.2,,-3952.0,,,,2.0,-37.2,68.1,9.07,5.84,-25.9,21.9,50.9,-54.4,0.78,,https://www.screener.in/company/ABAN/consolidated/
Crude Oil & Natural Gas companies,513536,Aban Offshore,166.0,20.7,23.4,11.9,,13.8,,-0.75,-3.66,10.0,64.7,74.6,9.07,8.03,7.51,11.5,62.0,-0.38,0.89,0.36,https://www.screener.in/company/513536/consolidated/
Crude Oil & Natural Gas companies,TITAN,Guj.Nat.Resour.,326301.0,3675.0,3737.0,2269.0,98.8,140.0,,25.1,30.8,1.0,27.3,62.0,33.6,88.8,24.4,1.65,65.9,10.3,0.98,1.15,https://www.screener.in/company/TITAN/consolidated/
"Diamond, Gems and Jewellery companies",KALYANKJIL,Titan Company,36474.0,354.0,362.0,101.0,70.3,37.4,,12.7,13.5,10.0,22.6,251.0,33.6,103.0,11.7,2.18,67.0,1.31,0.98,0.65,https://www.screener.in/company/KALYANKJIL/consolidated/
"Diamond, Gems and Jewellery companies",RAJESHEXPO,Kalyan Jewellers,10823.0,367.0,1030.0,334.0,9.47,516.0,,10.9,10.5,1.0,18.8,9.75,33.6,29.5,20.2,64.4,48.2,1.53,0.36,0.04,https://www.screener.in/company/RAJESHEXPO/consolidated/
"Diamond, Gems and Jewellery companies",VAIBHAVGBL,Rajesh Exports,6568.0,397.0,470.0,269.0,54.3,73.9,,11.1,9.02,2.0,2.56,47.8,33.6,16.6,10.6,15.6,40.4,1.78,0.84,0.15,https://www.screener.in/company/VAIBHAVGBL/consolidated/
"Diamond, Gems and Jewellery companies",SENCO,Vaibhav Global,5412.0,697.0,823.0,358.0,33.6,160.0,,15.5,19.2,10.0,15.3,94.5,33.6,7.77,19.0,15.4,42.4,1.55,0.85,1.1,https://www.screener.in/company/SENCO/
"Diamond, Gems and Jewellery companies",THANGAMAYL,Senco Gold,4092.0,1491.0,1550.0,472.0,36.6,163.0,,16.8,22.4,10.0,20.5,216.0,33.6,2.74,23.0,3.75,60.1,3.06,0.96,1.18,https://www.screener.in/company/THANGAMAYL/
"Diamond, Gems and Jewellery companies",PCJEWELLER,Thangamayil Jew.,2173.0,46.7,86.9,21.3,,69.8,,5.33,-5.36,10.0,-31.2,119.0,33.6,46.5,-22.0,46.3,70.9,-2.97,0.54,1.2,https://www.screener.in/company/PCJEWELLER/consolidated/
"Diamond, Gems and Jewellery companies",GOLDIAM,PC Jeweller,1859.0,171.0,192.0,120.0,21.8,54.2,,20.9,15.3,2.0,-4.12,42.1,33.6,10.9,13.5,11.3,53.1,2.15,0.89,0.01,https://www.screener.in/company/GOLDIAM/consolidated/
"Diamond, Gems and Jewellery companies",MVGJL,Goldiam Intl.,1557.0,319.0,382.0,202.0,21.8,,,17.4,23.2,10.0,19.9,57.8,33.6,4.88,16.6,16.6,41.6,4.54,0.83,0.82,https://www.screener.in/company/MVGJL/
"Diamond, Gems and Jewellery companies",531847,Manoj Vaibhav,1376.0,859.0,1046.0,0.0,19.3,920.0,,6.56,6.33,10.0,-25.4,,33.6,1.6,13.6,17.9,57.5,11.0,0.82,0.46,https://www.screener.in/company/531847/consolidated/
"Diamond, Gems and Jewellery companies",SKYGOLD,Asian Star Co.,1094.0,1019.0,1300.0,206.0,36.0,106.0,,17.5,21.3,10.0,17.0,393.0,33.6,1.07,16.9,21.6,50.6,6.77,0.78,1.69,https://www.screener.in/company/SKYGOLD/
"Diamond, Gems and Jewellery companies",RGL,Sky Gold,991.0,103.0,132.0,80.0,13.8,112.0,,9.02,9.06,2.0,-7.68,28.8,33.6,9.61,-3.67,21.9,50.1,1.1,0.78,0.62,https://www.screener.in/company/RGL/consolidated/
"Diamond, Gems and Jewellery companies",MOTISONS,Renaiss. Global,966.0,98.2,110.0,87.1,43.5,,,16.5,17.6,10.0,16.5,12.7,33.6,9.84,,10.6,,0.84,0.89,1.18,https://www.screener.in/company/MOTISONS/
"Diamond, Gems and Jewellery companies",TBZ,Motisons Jewel,853.0,128.0,145.0,58.2,16.2,85.1,,9.3,7.39,10.0,0.75,120.0,33.6,6.67,9.76,11.8,52.1,1.35,0.88,1.09,https://www.screener.in/company/TBZ/consolidated/
"Diamond, Gems and Jewellery companies",RADHIKAJWE,T B Z,526.0,44.6,58.1,27.7,13.6,19.2,,17.9,14.8,2.0,55.4,61.2,33.6,11.8,22.1,23.3,50.0,0.73,0.77,0.21,https://www.screener.in/company/RADHIKAJWE/
"Diamond, Gems and Jewellery companies",RBZJEWEL,Radhika Jeweltec,463.0,116.0,116.0,95.0,20.7,,,23.6,27.5,10.0,14.2,21.8,33.6,4.0,,0.0,,4.03,1.0,0.98,https://www.screener.in/company/RBZJEWEL/
"Diamond, Gems and Jewellery companies",539518,RBZ Jewellers Lt,442.0,201.0,254.0,75.8,42.7,33.2,,15.6,15.0,10.0,-1.5,165.0,33.6,2.2,24.4,20.8,56.0,1.25,0.79,0.41,https://www.screener.in/company/539518/
"Diamond, Gems and Jewellery companies",LGHL,Uday Jewellery,317.0,152.0,179.0,21.6,528.0,15.4,,4.36,1.26,10.0,-24.3,602.0,33.6,2.09,-8.67,15.4,51.5,0.11,0.85,1.11,https://www.screener.in/company/LGHL/
"Diamond, Gems and Jewellery companies",542579,Laxmi Goldorna,314.0,12.6,14.4,5.12,131.0,3.39,,3.12,2.18,1.0,-29.4,145.0,33.6,25.0,9.4,12.7,56.8,0.07,0.87,0.12,https://www.screener.in/company/542579/
"Diamond, Gems and Jewellery companies",519455,Ashapuri Gold,109.0,51.4,72.9,38.8,30.0,22.5,,9.72,8.77,10.0,21.1,32.5,33.6,2.12,18.8,29.5,45.8,0.26,0.71,0.6,https://www.screener.in/company/519455/
"Diamond, Gems and Jewellery companies",540953,Narbada Gems,105.0,8.29,15.7,3.04,125.0,1.11,,7.29,4.03,1.0,32.0,173.0,33.6,12.6,36.5,47.2,50.7,0.01,0.53,0.34,https://www.screener.in/company/540953/
"Diamond, Gems and Jewellery companies",523676,Kenvi Jewels,99.3,143.0,164.0,85.6,15.0,66.7,,18.4,22.8,10.0,-12.9,66.6,33.6,0.7,20.7,13.0,70.7,2.34,0.87,0.82,https://www.screener.in/company/523676/
"Diamond, Gems and Jewellery companies",522235,Golkunda Diamond,81.9,4.27,6.53,0.79,1024.0,2.65,,1.95,-0.59,2.0,-2.22,441.0,33.6,19.2,-9.49,34.6,24.3,-0.11,0.65,0.26,https://www.screener.in/company/522235/consolidated/
"Diamond, Gems and Jewellery companies",543848,Minal Industries,77.7,94.0,106.0,47.7,44.2,24.4,,11.7,8.61,10.0,43.0,97.0,33.6,0.83,37.0,11.2,66.8,1.58,0.89,0.05,https://www.screener.in/company/543848/
"Diamond, Gems and Jewellery companies",KANANIIND,Dev Labtech,73.7,7.45,10.2,5.43,69.5,6.42,,3.72,3.56,1.0,-7.24,37.2,33.6,9.89,-10.4,27.0,45.1,0.03,0.73,0.32,https://www.screener.in/company/KANANIIND/consolidated/
"Diamond, Gems and Jewellery companies",526365,Kanani Industrie,70.0,33.5,42.4,15.0,13.1,58.6,,6.82,5.49,10.0,-18.8,124.0,33.6,2.09,14.5,20.9,55.4,-0.5,0.79,1.05,https://www.screener.in/company/526365/consolidated/
"Diamond, Gems and Jewellery companies",540715,SwarnsaritaJewel,63.4,50.2,92.0,30.0,3.16,87.1,,27.9,20.1,10.0,-12.5,67.2,33.6,1.26,40.6,45.5,52.7,5.93,0.55,0.01,https://www.screener.in/company/540715/
"Diamond, Gems and Jewellery companies",530525,Sagar Diamonds,62.9,62.9,62.9,3.62,,3.18,,-8.1,-7.68,5.0,-80.4,1637.0,33.6,1.0,-44.4,0.0,72.2,0.03,1.0,0.02,https://www.screener.in/company/530525/
"Diamond, Gems and Jewellery companies",504398,Sheetal Diamonds,31.4,37.6,42.2,21.0,71.4,10.8,,6.42,4.12,1.0,82.3,79.2,33.6,0.84,35.7,10.9,73.6,0.02,0.89,0.0,https://www.screener.in/company/504398/
"Diamond, Gems and Jewellery companies",512587,SJ Corp,28.9,55.8,74.4,28.0,16.5,136.0,,1.13,0.99,10.0,-60.8,99.2,33.6,0.52,6.39,25.0,45.4,0.91,0.75,0.0,https://www.screener.in/company/512587/
"Diamond, Gems and Jewellery companies",SILGO,Zodiac-JRD MKJ,28.0,27.2,33.9,14.2,10.3,31.2,,10.6,7.95,10.0,14.2,91.2,33.6,1.03,6.24,19.6,50.3,0.49,0.8,0.69,https://www.screener.in/company/SILGO/
"Diamond, Gems and Jewellery companies",GOENKA,Silgo Retail,25.4,0.8,1.44,0.65,,7.49,,-0.41,-0.95,1.0,-7.37,23.1,33.6,31.7,-49.7,44.4,45.6,-0.03,0.56,0.76,https://www.screener.in/company/GOENKA/consolidated/
"Diamond, Gems and Jewellery companies",539559,Goenka Diamond,21.6,6.74,27.0,5.2,17.1,4.55,,,,1.0,,29.6,33.6,3.2,,75.1,53.7,-0.11,0.25,0.0,https://www.screener.in/company/539559/consolidated/
"Diamond, Gems and Jewellery companies",542034,Deep Diamond,20.3,20.3,23.9,13.4,11.3,16.8,,2.5,1.02,10.0,60.8,50.6,33.6,1.0,20.4,15.2,54.0,0.29,0.85,1.02,https://www.screener.in/company/542034/
"Diamond, Gems and Jewellery companies",531626,S.M. Gold,18.6,4.5,8.27,3.2,,0.16,,-14.9,-32.6,1.0,-51.4,40.6,33.6,4.13,-23.9,45.6,51.2,-0.04,0.54,0.08,https://www.screener.in/company/531626/
"Diamond, Gems and Jewellery companies",539884,Orosil Smiths,17.3,3.46,4.65,2.4,23.7,2.87,,7.13,6.06,2.0,-10.5,44.2,33.6,5.0,-10.3,25.6,53.3,0.19,0.74,0.04,https://www.screener.in/company/539884/
"Diamond, Gems and Jewellery companies",523790,Darshan Orna,14.5,10.7,11.6,3.15,9.37,16.5,,0.32,0.0,10.0,339.0,240.0,33.6,1.36,-64.5,7.92,74.4,-0.1,0.92,0.01,https://www.screener.in/company/523790/
"Diamond, Gems and Jewellery companies",523826,Shukra Jewellery,13.9,24.0,32.2,17.3,11.5,27.8,,11.6,9.51,10.0,-9.83,38.7,33.6,0.58,-5.0,25.4,48.4,0.5,0.75,0.74,https://www.screener.in/company/523826/
"Diamond, Gems and Jewellery companies",531506,Sover. Diamonds,7.68,15.3,15.3,5.71,,2.43,,1.32,0.66,10.0,-96.3,168.0,33.6,0.5,-29.4,0.0,85.2,-0.06,1.0,2.27,https://www.screener.in/company/531506/
"Diamond, Gems and Jewellery companies",543970,Shukra Bullions,7.35,49.0,101.0,0.0,66.8,23.2,,18.3,13.4,10.0,1219.0,,33.6,0.15,,51.2,48.1,0.33,0.49,0.0,https://www.screener.in/company/543970/
"Diamond, Gems and Jewellery companies",523373,Shoora Designs,6.25,17.5,21.9,16.3,,16.5,,4.88,9.29,10.0,43.8,7.36,33.6,0.36,44.3,20.0,46.2,-1.6,0.8,2.24,https://www.screener.in/company/523373/
"Diamond, Gems and Jewellery companies",523425,Mini Diamonds(I),3.56,6.67,8.8,5.15,,2.1,,1.98,37.0,10.0,-38.5,29.5,33.6,0.53,20.6,24.2,37.9,0.02,0.76,15.3,https://www.screener.in/company/523425/consolidated/
"Diamond, Gems and Jewellery companies",526195,Sunraj Diamond,2.53,3.1,3.35,1.99,,7.2,,-0.29,-1.13,10.0,,55.8,33.6,0.82,,7.46,62.7,-0.13,0.93,3.05,https://www.screener.in/company/526195/
"Diamond, Gems and Jewellery companies",3MINDIA,Neogem India,42047.0,37309.0,39876.0,21300.0,86.4,1852.0,,25.3,18.8,10.0,12.9,75.2,29.5,1.13,10.5,6.44,74.3,119.0,0.94,0.01,https://www.screener.in/company/3MINDIA/
Diversified companies,DCMSHRIRAM,3M India,16037.0,1028.0,1146.0,730.0,26.0,399.0,,19.0,15.1,2.0,2.99,40.9,26.0,15.6,14.1,10.3,56.6,2.07,0.9,0.25,https://www.screener.in/company/DCMSHRIRAM/consolidated/
Diversified companies,SWANENERGY,DCM Shriram,13486.0,511.0,525.0,193.0,92.1,95.8,,2.19,-3.53,1.0,290.0,165.0,31.1,26.4,61.6,2.72,69.2,3.2,0.97,2.04,https://www.screener.in/company/SWANENERGY/consolidated/
Diversified companies,QUESS,Swan Energy,7765.0,523.0,532.0,337.0,40.0,182.0,,9.39,7.37,10.0,16.0,55.0,29.5,14.8,16.0,1.69,64.1,4.85,0.98,0.36,https://www.screener.in/company/QUESS/consolidated/
